"","gene_symbol","accession","description","fasta_title_lines","ensembl_gene_id"
"1","Ttn","A2ASS6","Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1",">sp|A2ASS6|TITIN_MOUSE Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1","ENSMUSG00000051747"
"2317","Ddx39a","Q8VDW0","ATP-dependent RNA helicase DDX39A OS=Mus musculus OX=10090 GN=Ddx39a PE=1 SV=1",">sp|Q8VDW0|DX39A_MOUSE ATP-dependent RNA helicase DDX39A OS=Mus musculus OX=10090 GN=Ddx39a PE=1 SV=1","ENSMUSG00000005481"
"2318","Irgm1","Q60766","Immunity-related GTPase family M protein 1 OS=Mus musculus OX=10090 GN=Irgm1 PE=1 SV=1",">sp|Q60766|IRGM1_MOUSE Immunity-related GTPase family M protein 1 OS=Mus musculus OX=10090 GN=Irgm1 PE=1 SV=1","ENSMUSG00000046879"
"2319","Rps15","P62843","40S ribosomal protein S15 OS=Mus musculus OX=10090 GN=Rps15 PE=1 SV=2",">sp|P62843|RS15_MOUSE 40S ribosomal protein S15 OS=Mus musculus OX=10090 GN=Rps15 PE=1 SV=2","ENSMUSG00000063457"
"2320","Psmb2","Q9R1P3","Proteasome subunit beta type-2 OS=Mus musculus OX=10090 GN=Psmb2 PE=1 SV=1",">sp|Q9R1P3|PSB2_MOUSE Proteasome subunit beta type-2 OS=Mus musculus OX=10090 GN=Psmb2 PE=1 SV=1","ENSMUSG00000028837"
"2321","Hsd17b11","Q9EQ06","Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus OX=10090 GN=Hsd17b11 PE=1 SV=1",">sp|Q9EQ06|DHB11_MOUSE Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus OX=10090 GN=Hsd17b11 PE=1 SV=1","ENSMUSG00000029311"
"2322","Rps13","Q921R2","40S ribosomal protein S13 OS=Mus musculus OX=10090 GN=Rps13 PE=1 SV=1",">tr|Q921R2|Q921R2_MOUSE 40S ribosomal protein S13 OS=Mus musculus OX=10090 GN=Rps13 PE=1 SV=1","ENSMUSG00000090862"
"2323","Dhx15","O35286","Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Mus musculus OX=10090 GN=Dhx15 PE=1 SV=2",">sp|O35286|DHX15_MOUSE Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Mus musculus OX=10090 GN=Dhx15 PE=1 SV=2","ENSMUSG00000029169"
"2324","Vipas39","Q8BGQ1","Spermatogenesis-defective protein 39 homolog OS=Mus musculus OX=10090 GN=Vipas39 PE=1 SV=1",">sp|Q8BGQ1|SPE39_MOUSE Spermatogenesis-defective protein 39 homolog OS=Mus musculus OX=10090 GN=Vipas39 PE=1 SV=1","ENSMUSG00000021038"
"2325","Tbcb","Q9D1E6","Tubulin-folding cofactor B OS=Mus musculus OX=10090 GN=Tbcb PE=1 SV=2",">sp|Q9D1E6|TBCB_MOUSE Tubulin-folding cofactor B OS=Mus musculus OX=10090 GN=Tbcb PE=1 SV=2","ENSMUSG00000006095"
"2326","Nppa","P05125","Natriuretic peptides A OS=Mus musculus OX=10090 GN=Nppa PE=1 SV=2",">sp|P05125|ANF_MOUSE Natriuretic peptides A OS=Mus musculus OX=10090 GN=Nppa PE=1 SV=2","ENSMUSG00000041616"
"2327","Cars1","Q9ER72","Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars1 PE=1 SV=2",">sp|Q9ER72|SYCC_MOUSE Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars1 PE=1 SV=2","ENSMUSG00000010755"
"2328","Gmfb","A0A2I3BR94","Glia maturation factor beta (Fragment) OS=Mus musculus OX=10090 GN=Gmfb PE=1 SV=1",">tr|A0A2I3BR94|A0A2I3BR94_MOUSE Glia maturation factor beta (Fragment) OS=Mus musculus OX=10090 GN=Gmfb PE=1 SV=1","ENSMUSG00000062014"
"2329","Dffa","O54786","DNA fragmentation factor subunit alpha OS=Mus musculus OX=10090 GN=Dffa PE=1 SV=2",">sp|O54786|DFFA_MOUSE DNA fragmentation factor subunit alpha OS=Mus musculus OX=10090 GN=Dffa PE=1 SV=2","ENSMUSG00000028974"
"2330","Sgcg","P82348","Gamma-sarcoglycan OS=Mus musculus OX=10090 GN=Sgcg PE=1 SV=2",">sp|P82348|SGCG_MOUSE Gamma-sarcoglycan OS=Mus musculus OX=10090 GN=Sgcg PE=1 SV=2","ENSMUSG00000035296"
"2331","Trappc10","Q3TLI0","Trafficking protein particle complex subunit 10 OS=Mus musculus OX=10090 GN=Trappc10 PE=1 SV=3",">sp|Q3TLI0|TPC10_MOUSE Trafficking protein particle complex subunit 10 OS=Mus musculus OX=10090 GN=Trappc10 PE=1 SV=3","ENSMUSG00000000374"
"2332","Sfr1","Q8BP27","Swi5-dependent recombination DNA repair protein 1 homolog OS=Mus musculus OX=10090 GN=Sfr1 PE=1 SV=2",">sp|Q8BP27|SFR1_MOUSE Swi5-dependent recombination DNA repair protein 1 homolog OS=Mus musculus OX=10090 GN=Sfr1 PE=1 SV=2","ENSMUSG00000025066"
"2333","Vps26a","P40336","Vacuolar protein sorting-associated protein 26A OS=Mus musculus OX=10090 GN=Vps26a PE=1 SV=1",">sp|P40336|VP26A_MOUSE Vacuolar protein sorting-associated protein 26A OS=Mus musculus OX=10090 GN=Vps26a PE=1 SV=1","ENSMUSG00000020078"
"2334","Ndufaf2","Q59J78","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Mus musculus OX=10090 GN=Ndufaf2 PE=1 SV=1",">sp|Q59J78|NDUF2_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Mus musculus OX=10090 GN=Ndufaf2 PE=1 SV=1","ENSMUSG00000068184"
"2335","Shmt1","G3UZ26","Serine hydroxymethyltransferase (Fragment) OS=Mus musculus OX=10090 GN=Shmt1 PE=1 SV=1",">tr|G3UZ26|G3UZ26_MOUSE Serine hydroxymethyltransferase (Fragment) OS=Mus musculus OX=10090 GN=Shmt1 PE=1 SV=1","ENSMUSG00000020534"
"2336","Mrps23","Q8VE22","28S ribosomal protein S23, mitochondrial OS=Mus musculus OX=10090 GN=Mrps23 PE=1 SV=1",">sp|Q8VE22|RT23_MOUSE 28S ribosomal protein S23, mitochondrial OS=Mus musculus OX=10090 GN=Mrps23 PE=1 SV=1","ENSMUSG00000023723"
"2337","Lrrfip1","A0A087WSF5","Leucine-rich repeat flightless-interacting protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=1",">tr|A0A087WSF5|A0A087WSF5_MOUSE Leucine-rich repeat flightless-interacting protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=1","ENSMUSG00000026305"
"2338","Sae1","Q9R1T2","SUMO-activating enzyme subunit 1 OS=Mus musculus OX=10090 GN=Sae1 PE=1 SV=1",">sp|Q9R1T2|SAE1_MOUSE SUMO-activating enzyme subunit 1 OS=Mus musculus OX=10090 GN=Sae1 PE=1 SV=1","ENSMUSG00000052833"
"2339","Eif2b4","Q61749","Translation initiation factor eIF-2B subunit delta OS=Mus musculus OX=10090 GN=Eif2b4 PE=1 SV=2",">sp|Q61749|EI2BD_MOUSE Translation initiation factor eIF-2B subunit delta OS=Mus musculus OX=10090 GN=Eif2b4 PE=1 SV=2","ENSMUSG00000029145"
"2340","Sh3bgrl","Q9JJU8","SH3 domain-binding glutamic acid-rich-like protein OS=Mus musculus OX=10090 GN=Sh3bgrl PE=1 SV=1",">sp|Q9JJU8|SH3L1_MOUSE SH3 domain-binding glutamic acid-rich-like protein OS=Mus musculus OX=10090 GN=Sh3bgrl PE=1 SV=1","ENSMUSG00000031246"
"2341","Bcas3","B1AR74","Breast carcinoma-amplified sequence 3 homolog OS=Mus musculus OX=10090 GN=Bcas3 PE=1 SV=1",">tr|B1AR74|B1AR74_MOUSE Breast carcinoma-amplified sequence 3 homolog OS=Mus musculus OX=10090 GN=Bcas3 PE=1 SV=1","ENSMUSG00000059439"
"2342","Tars2","Q3UQ84","Threonine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Tars2 PE=1 SV=1",">sp|Q3UQ84|SYTM_MOUSE Threonine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Tars2 PE=1 SV=1","ENSMUSG00000028107"
"2343","Prpf31","Q8CCF0","U4/U6 small nuclear ribonucleoprotein Prp31 OS=Mus musculus OX=10090 GN=Prpf31 PE=1 SV=3",">sp|Q8CCF0|PRP31_MOUSE U4/U6 small nuclear ribonucleoprotein Prp31 OS=Mus musculus OX=10090 GN=Prpf31 PE=1 SV=3","ENSMUSG00000008373"
"2344","Smc1a","Q9CU62","Structural maintenance of chromosomes protein 1A OS=Mus musculus OX=10090 GN=Smc1a PE=1 SV=4",">sp|Q9CU62|SMC1A_MOUSE Structural maintenance of chromosomes protein 1A OS=Mus musculus OX=10090 GN=Smc1a PE=1 SV=4","ENSMUSG00000041133"
"2345","Prkca","Q4VA93","Protein kinase C OS=Mus musculus OX=10090 GN=Prkca PE=1 SV=1",">tr|Q4VA93|Q4VA93_MOUSE Protein kinase C OS=Mus musculus OX=10090 GN=Prkca PE=1 SV=1","ENSMUSG00000050965"
"2346","Wipf3","P0C7L0","WAS/WASL-interacting protein family member 3 OS=Mus musculus OX=10090 GN=Wipf3 PE=1 SV=1",">sp|P0C7L0|WIPF3_MOUSE WAS/WASL-interacting protein family member 3 OS=Mus musculus OX=10090 GN=Wipf3 PE=1 SV=1",""
"2347","Nsun2","Q1HFZ0","RNA cytosine C(5)-methyltransferase NSUN2 OS=Mus musculus OX=10090 GN=Nsun2 PE=1 SV=2",">sp|Q1HFZ0|NSUN2_MOUSE RNA cytosine C(5)-methyltransferase NSUN2 OS=Mus musculus OX=10090 GN=Nsun2 PE=1 SV=2","ENSMUSG00000021595"
"2348","Fhip1b","Q3U2I3","FHF complex subunit HOOK interacting protein 1B OS=Mus musculus OX=10090 GN=Fhip1b PE=1 SV=2",">sp|Q3U2I3|FHI1B_MOUSE FHF complex subunit HOOK interacting protein 1B OS=Mus musculus OX=10090 GN=Fhip1b PE=1 SV=2","ENSMUSG00000044465"
"2349","Pdlim7","Q3TJD7","PDZ and LIM domain protein 7 OS=Mus musculus OX=10090 GN=Pdlim7 PE=1 SV=1",">sp|Q3TJD7|PDLI7_MOUSE PDZ and LIM domain protein 7 OS=Mus musculus OX=10090 GN=Pdlim7 PE=1 SV=1","ENSMUSG00000021493"
"2350","Sacs","E9QNY8","Sacsin OS=Mus musculus OX=10090 GN=Sacs PE=1 SV=1",">tr|E9QNY8|E9QNY8_MOUSE Sacsin OS=Mus musculus OX=10090 GN=Sacs PE=1 SV=1","ENSMUSG00000048279"
"2351","Apc","Q61315","Adenomatous polyposis coli protein OS=Mus musculus OX=10090 GN=Apc PE=1 SV=1",">sp|Q61315|APC_MOUSE Adenomatous polyposis coli protein OS=Mus musculus OX=10090 GN=Apc PE=1 SV=1",""
"2352","Rpl18a","P62717","60S ribosomal protein L18a OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1",">sp|P62717|RL18A_MOUSE 60S ribosomal protein L18a OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1","ENSMUSG00000045128"
"2353","Nudt8","Q9CR24","Nucleoside diphosphate-linked moiety X motif 8 OS=Mus musculus OX=10090 GN=Nudt8 PE=1 SV=1",">sp|Q9CR24|NUDT8_MOUSE Nucleoside diphosphate-linked moiety X motif 8 OS=Mus musculus OX=10090 GN=Nudt8 PE=1 SV=1","ENSMUSG00000024869; ENSMUSG00000110949"
"2354","Itga5","P11688","Integrin alpha-5 OS=Mus musculus OX=10090 GN=Itga5 PE=1 SV=3",">sp|P11688|ITA5_MOUSE Integrin alpha-5 OS=Mus musculus OX=10090 GN=Itga5 PE=1 SV=3","ENSMUSG00000000555"
"2355","Iqsec2","A4GZ26","ARF6 guanine nucleotide exchange factor IQArfGEF OS=Mus musculus OX=10090 GN=Iqsec2 PE=1 SV=1",">tr|A4GZ26|A4GZ26_MOUSE ARF6 guanine nucleotide exchange factor IQArfGEF OS=Mus musculus OX=10090 GN=Iqsec2 PE=1 SV=1","ENSMUSG00000041115"
"2356","Trappc8","A0A286YCX6","Trafficking protein particle complex 8 OS=Mus musculus OX=10090 GN=Trappc8 PE=1 SV=2",">tr|A0A286YCX6|A0A286YCX6_MOUSE Trafficking protein particle complex 8 OS=Mus musculus OX=10090 GN=Trappc8 PE=1 SV=2","ENSMUSG00000033382"
"2357","Nfix","Q3TYK3","Nuclear factor 1 OS=Mus musculus OX=10090 GN=Nfix PE=1 SV=1",">tr|Q3TYK3|Q3TYK3_MOUSE Nuclear factor 1 OS=Mus musculus OX=10090 GN=Nfix PE=1 SV=1","ENSMUSG00000001911"
"2358","Ak2","F7BP55","Nucleoside-diphosphate kinase (Fragment) OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=1",">tr|F7BP55|F7BP55_MOUSE Nucleoside-diphosphate kinase (Fragment) OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=1","ENSMUSG00000028792"
"2359","Kif16b","B1AVY7","Kinesin-like protein KIF16B OS=Mus musculus OX=10090 GN=Kif16b PE=1 SV=1",">sp|B1AVY7|KI16B_MOUSE Kinesin-like protein KIF16B OS=Mus musculus OX=10090 GN=Kif16b PE=1 SV=1","ENSMUSG00000038844"
"2360","Stk25","Q9Z2W1","Serine/threonine-protein kinase 25 OS=Mus musculus OX=10090 GN=Stk25 PE=1 SV=2",">sp|Q9Z2W1|STK25_MOUSE Serine/threonine-protein kinase 25 OS=Mus musculus OX=10090 GN=Stk25 PE=1 SV=2","ENSMUSG00000026277"
"2361","Rab10","P61027","Ras-related protein Rab-10 OS=Mus musculus OX=10090 GN=Rab10 PE=1 SV=1",">sp|P61027|RAB10_MOUSE Ras-related protein Rab-10 OS=Mus musculus OX=10090 GN=Rab10 PE=1 SV=1","ENSMUSG00000020671"
"2362","Kcnh2","Q53Z09","Ether-a-go-go-related gene potassium channel 1 OS=Mus musculus OX=10090 GN=Kcnh2 PE=1 SV=1",">tr|Q53Z09|Q53Z09_MOUSE Ether-a-go-go-related gene potassium channel 1 OS=Mus musculus OX=10090 GN=Kcnh2 PE=1 SV=1","ENSMUSG00000038319"
"2363","Hras","Q61411","GTPase HRas OS=Mus musculus OX=10090 GN=Hras PE=1 SV=2",">sp|Q61411|RASH_MOUSE GTPase HRas OS=Mus musculus OX=10090 GN=Hras PE=1 SV=2","ENSMUSG00000025499"
"2364","Ndufb3","Q9CQZ6","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Mus musculus OX=10090 GN=Ndufb3 PE=1 SV=1",">sp|Q9CQZ6|NDUB3_MOUSE NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Mus musculus OX=10090 GN=Ndufb3 PE=1 SV=1","ENSMUSG00000026032"
"2365","Snx1","Q6NZD2","Sorting nexin-1 OS=Mus musculus OX=10090 GN=Snx1 PE=1 SV=1",">tr|Q6NZD2|Q6NZD2_MOUSE Sorting nexin-1 OS=Mus musculus OX=10090 GN=Snx1 PE=1 SV=1","ENSMUSG00000032382"
"2366","Ces1b","D3Z5G7","Carboxylic ester hydrolase OS=Mus musculus OX=10090 GN=Ces1b PE=1 SV=1",">tr|D3Z5G7|D3Z5G7_MOUSE Carboxylic ester hydrolase OS=Mus musculus OX=10090 GN=Ces1b PE=1 SV=1","ENSMUSG00000078964"
"2367","Smarcc1","P97496","SWI/SNF complex subunit SMARCC1 OS=Mus musculus OX=10090 GN=Smarcc1 PE=1 SV=2",">sp|P97496|SMRC1_MOUSE SWI/SNF complex subunit SMARCC1 OS=Mus musculus OX=10090 GN=Smarcc1 PE=1 SV=2","ENSMUSG00000032481"
"2368","Ank1","G3UXF4","Ankyrin-1 (Fragment) OS=Mus musculus OX=10090 GN=Ank1 PE=1 SV=1",">tr|G3UXF4|G3UXF4_MOUSE Ankyrin-1 (Fragment) OS=Mus musculus OX=10090 GN=Ank1 PE=1 SV=1","ENSMUSG00000031543"
"2369","Mrpl44","Q9CY73","39S ribosomal protein L44, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl44 PE=1 SV=3",">sp|Q9CY73|RM44_MOUSE 39S ribosomal protein L44, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl44 PE=1 SV=3","ENSMUSG00000026248"
"2370","Bcas3","Q8CCN5","BCAS3 microtubule associated cell migration factor OS=Mus musculus OX=10090 GN=Bcas3 PE=1 SV=2",">sp|Q8CCN5|BCAS3_MOUSE BCAS3 microtubule associated cell migration factor OS=Mus musculus OX=10090 GN=Bcas3 PE=1 SV=2","ENSMUSG00000059439"
"2371","Gstm3","P19639","Glutathione S-transferase Mu 3 OS=Mus musculus OX=10090 GN=Gstm3 PE=1 SV=2",">sp|P19639|GSTM3_MOUSE Glutathione S-transferase Mu 3 OS=Mus musculus OX=10090 GN=Gstm3 PE=1 SV=2","ENSMUSG00000004038"
"2372","Skiv2l","Q6NZR5","Superkiller viralicidic activity 2-like (S. cerevisiae) OS=Mus musculus OX=10090 GN=Skiv2l PE=1 SV=1",">tr|Q6NZR5|Q6NZR5_MOUSE Superkiller viralicidic activity 2-like (S. cerevisiae) OS=Mus musculus OX=10090 GN=Skiv2l PE=1 SV=1","ENSMUSG00000040356"
"2373","Bud13","Q8R149","BUD13 homolog OS=Mus musculus OX=10090 GN=Bud13 PE=1 SV=1",">sp|Q8R149|BUD13_MOUSE BUD13 homolog OS=Mus musculus OX=10090 GN=Bud13 PE=1 SV=1","ENSMUSG00000032077"
"2374","Mapre3","D3Z6G3","Microtubule-associated protein RP/EB family member 3 OS=Mus musculus OX=10090 GN=Mapre3 PE=1 SV=1",">tr|D3Z6G3|D3Z6G3_MOUSE Microtubule-associated protein RP/EB family member 3 OS=Mus musculus OX=10090 GN=Mapre3 PE=1 SV=1","ENSMUSG00000029166"
"2375","Zfyve16","Q80U44","Zinc finger FYVE domain-containing protein 16 OS=Mus musculus OX=10090 GN=Zfyve16 PE=1 SV=2",">sp|Q80U44|ZFY16_MOUSE Zinc finger FYVE domain-containing protein 16 OS=Mus musculus OX=10090 GN=Zfyve16 PE=1 SV=2","ENSMUSG00000021706"
"2376","Hic1","Z4YJP0","Hypermethylated in cancer 1 protein OS=Mus musculus OX=10090 GN=Hic1 PE=1 SV=1",">tr|Z4YJP0|Z4YJP0_MOUSE Hypermethylated in cancer 1 protein OS=Mus musculus OX=10090 GN=Hic1 PE=1 SV=1","ENSMUSG00000043099"
"2377","Col12a1","Q60847","Collagen alpha-1(XII) chain OS=Mus musculus OX=10090 GN=Col12a1 PE=2 SV=3",">sp|Q60847|COCA1_MOUSE Collagen alpha-1(XII) chain OS=Mus musculus OX=10090 GN=Col12a1 PE=2 SV=3","ENSMUSG00000032332"
"2378","Gm20498","E9PVN6","Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Gm20498 PE=1 SV=1",">tr|E9PVN6|E9PVN6_MOUSE Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Gm20498 PE=1 SV=1","ENSMUSG00000021139"
"2379","Myh15","E9Q264","Myosin, heavy chain 15 OS=Mus musculus OX=10090 GN=Myh15 PE=1 SV=1",">tr|E9Q264|E9Q264_MOUSE Myosin, heavy chain 15 OS=Mus musculus OX=10090 GN=Myh15 PE=1 SV=1","ENSMUSG00000092009"
"2380","Arid1a","A2BH40","AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1",">sp|A2BH40|ARI1A_MOUSE AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1","ENSMUSG00000007880"
"2381","Ppp6r2","A0A5F8MQ25","Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Mus musculus OX=10090 GN=Ppp6r2 PE=1 SV=1",">tr|A0A5F8MQ25|A0A5F8MQ25_MOUSE Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Mus musculus OX=10090 GN=Ppp6r2 PE=1 SV=1","ENSMUSG00000036561"
"2382","Rbbp6","P97868","E3 ubiquitin-protein ligase RBBP6 OS=Mus musculus OX=10090 GN=Rbbp6 PE=1 SV=5",">sp|P97868|RBBP6_MOUSE E3 ubiquitin-protein ligase RBBP6 OS=Mus musculus OX=10090 GN=Rbbp6 PE=1 SV=5","ENSMUSG00000030779"
"2383","Myof","A0A286YDF5","Myoferlin OS=Mus musculus OX=10090 GN=Myof PE=1 SV=1",">tr|A0A286YDF5|A0A286YDF5_MOUSE Myoferlin OS=Mus musculus OX=10090 GN=Myof PE=1 SV=1","ENSMUSG00000048612"
"2384","Fbl","P35550","rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus OX=10090 GN=Fbl PE=1 SV=2",">sp|P35550|FBRL_MOUSE rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus OX=10090 GN=Fbl PE=1 SV=2","ENSMUSG00000046865"
"2385","Ptges3","Q9R0Q7","Prostaglandin E synthase 3 OS=Mus musculus OX=10090 GN=Ptges3 PE=1 SV=1",">sp|Q9R0Q7|TEBP_MOUSE Prostaglandin E synthase 3 OS=Mus musculus OX=10090 GN=Ptges3 PE=1 SV=1","ENSMUSG00000071072"
"2386","Rac1","Q3TLP8","Ras-related C3 botulinum toxin substrate 1 OS=Mus musculus OX=10090 GN=Rac1 PE=1 SV=1",">tr|Q3TLP8|Q3TLP8_MOUSE Ras-related C3 botulinum toxin substrate 1 OS=Mus musculus OX=10090 GN=Rac1 PE=1 SV=1","ENSMUSG00000001847"
"2387","Mrpl12","Q9DB15","39S ribosomal protein L12, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl12 PE=1 SV=2",">sp|Q9DB15|RM12_MOUSE 39S ribosomal protein L12, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl12 PE=1 SV=2","ENSMUSG00000039640"
"2388","Dyrk1a","F6U6X3","Dual-specificity kinase OS=Mus musculus OX=10090 GN=Dyrk1a PE=1 SV=1",">tr|F6U6X3|F6U6X3_MOUSE Dual-specificity kinase OS=Mus musculus OX=10090 GN=Dyrk1a PE=1 SV=1","ENSMUSG00000022897"
"2389","Sirt3","Q8R104","NAD-dependent protein deacetylase sirtuin-3 OS=Mus musculus OX=10090 GN=Sirt3 PE=1 SV=2",">sp|Q8R104|SIR3_MOUSE NAD-dependent protein deacetylase sirtuin-3 OS=Mus musculus OX=10090 GN=Sirt3 PE=1 SV=2","ENSMUSG00000025486"
"2390","Mrpl13","Q9D1P0","39S ribosomal protein L13, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl13 PE=1 SV=1",">sp|Q9D1P0|RM13_MOUSE 39S ribosomal protein L13, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl13 PE=1 SV=1","ENSMUSG00000022370"
"2391","Wdr37","Q8CBE3","WD repeat-containing protein 37 OS=Mus musculus OX=10090 GN=Wdr37 PE=1 SV=1",">sp|Q8CBE3|WDR37_MOUSE WD repeat-containing protein 37 OS=Mus musculus OX=10090 GN=Wdr37 PE=1 SV=1","ENSMUSG00000021147"
"2392","Klhl40","A0A0R4J166","Kelch-like protein 40 OS=Mus musculus OX=10090 GN=Klhl40 PE=1 SV=1",">tr|A0A0R4J166|A0A0R4J166_MOUSE Kelch-like protein 40 OS=Mus musculus OX=10090 GN=Klhl40 PE=1 SV=1","ENSMUSG00000074001"
"2393","Txnrd3","Q99MD6","Thioredoxin reductase 3 OS=Mus musculus OX=10090 GN=Txnrd3 PE=1 SV=3",">sp|Q99MD6|TRXR3_MOUSE Thioredoxin reductase 3 OS=Mus musculus OX=10090 GN=Txnrd3 PE=1 SV=3",""
"2394","Abi1","Q8CBW3","Abl interactor 1 OS=Mus musculus OX=10090 GN=Abi1 PE=1 SV=3",">sp|Q8CBW3|ABI1_MOUSE Abl interactor 1 OS=Mus musculus OX=10090 GN=Abi1 PE=1 SV=3","ENSMUSG00000058835"
"2395","Rps16","P14131","40S ribosomal protein S16 OS=Mus musculus OX=10090 GN=Rps16 PE=1 SV=4",">sp|P14131|RS16_MOUSE 40S ribosomal protein S16 OS=Mus musculus OX=10090 GN=Rps16 PE=1 SV=4","ENSMUSG00000037563"
"2396","Arhgap35","Q91YM2","Rho GTPase-activating protein 35 OS=Mus musculus OX=10090 GN=Arhgap35 PE=1 SV=3",">sp|Q91YM2|RHG35_MOUSE Rho GTPase-activating protein 35 OS=Mus musculus OX=10090 GN=Arhgap35 PE=1 SV=3","ENSMUSG00000058230"
"2397","Pip5k1c","O70161","Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Mus musculus OX=10090 GN=Pip5k1c PE=1 SV=2",">sp|O70161|PI51C_MOUSE Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Mus musculus OX=10090 GN=Pip5k1c PE=1 SV=2","ENSMUSG00000034902"
"2398","Trim63","F8VPZ1","E3 ubiquitin-protein ligase TRIM63 OS=Mus musculus OX=10090 GN=Trim63 PE=4 SV=1",">tr|F8VPZ1|F8VPZ1_MOUSE E3 ubiquitin-protein ligase TRIM63 OS=Mus musculus OX=10090 GN=Trim63 PE=4 SV=1","ENSMUSG00000028834"
"2399","Cnn3","Q9DAW9","Calponin-3 OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1",">sp|Q9DAW9|CNN3_MOUSE Calponin-3 OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1","ENSMUSG00000053931"
"2400","Reep3","Q99KK1","Receptor expression-enhancing protein 3 OS=Mus musculus OX=10090 GN=Reep3 PE=1 SV=1",">sp|Q99KK1|REEP3_MOUSE Receptor expression-enhancing protein 3 OS=Mus musculus OX=10090 GN=Reep3 PE=1 SV=1","ENSMUSG00000019873"
"2401","Lsm14a","Q8K2F8","Protein LSM14 homolog A OS=Mus musculus OX=10090 GN=Lsm14a PE=1 SV=1",">sp|Q8K2F8|LS14A_MOUSE Protein LSM14 homolog A OS=Mus musculus OX=10090 GN=Lsm14a PE=1 SV=1","ENSMUSG00000066568"
"2402","Inpp5a","Q7TNC9","Inositol polyphosphate-5-phosphatase A OS=Mus musculus OX=10090 GN=Inpp5a PE=1 SV=1",">sp|Q7TNC9|I5P1_MOUSE Inositol polyphosphate-5-phosphatase A OS=Mus musculus OX=10090 GN=Inpp5a PE=1 SV=1","ENSMUSG00000025477"
"2403","Ubxn6","Q99PL6","UBX domain-containing protein 6 OS=Mus musculus OX=10090 GN=Ubxn6 PE=1 SV=1",">sp|Q99PL6|UBXN6_MOUSE UBX domain-containing protein 6 OS=Mus musculus OX=10090 GN=Ubxn6 PE=1 SV=1","ENSMUSG00000019578"
"2404","Tmed4","Q8R1V4","Transmembrane emp24 domain-containing protein 4 OS=Mus musculus OX=10090 GN=Tmed4 PE=1 SV=1",">sp|Q8R1V4|TMED4_MOUSE Transmembrane emp24 domain-containing protein 4 OS=Mus musculus OX=10090 GN=Tmed4 PE=1 SV=1","ENSMUSG00000004394"
"2405","Sh3glb1","Q9JK48","Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1",">sp|Q9JK48|SHLB1_MOUSE Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1","ENSMUSG00000037062"
"2406","Efemp1","Q8BPB5","EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Efemp1 PE=1 SV=1",">sp|Q8BPB5|FBLN3_MOUSE EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Efemp1 PE=1 SV=1","ENSMUSG00000020467"
